-9.980000 -0.0003685 3.74972 0.187555 1.02456
-9.940000 -0.000924222 3.35222 0.167766 1.02299
-9.900000 -0.00145261 3.03123 0.151782 1.02091
-9.860000 -0.00220389 2.76279 0.138445 1.01819
-9.820000 -0.00239644 2.52728 0.126668 1.01828
-9.780000 -0.00292078 2.32132 0.116407 1.01782
-9.740000 -0.00351006 2.138 0.107278 1.01579
-9.700000 -0.00383739 1.96603 0.0986805 1.01435
-9.660000 -0.00409294 1.80727 0.0907349 1.01399
-9.620000 -0.00437089 1.67106 0.0839202 1.01324
-9.580000 -0.00477217 1.54316 0.0775287 1.01318
-9.540000 -0.00533178 1.42828 0.0717988 1.01216
-9.500000 -0.00570189 1.32515 0.0666395 1.01144
-9.460000 -0.0057985 1.22581 0.0616497 1.01216
-9.420000 -0.00590828 1.13435 0.0570547 1.0109
-9.380000 -0.00608194 1.05283 0.0529636 1.01011
-9.340000 -0.00637083 0.970244 0.0488234 1.01037
-9.300000 -0.00645778 0.898457 0.045215 1.00901
-9.260000 -0.00690228 0.83123 0.0418504 1.00901
-9.220000 -0.00686656 0.774121 0.0389737 1.00864
-9.180000 -0.00688694 0.723985 0.0364501 1.00834
-9.140000 -0.00719622 0.671822 0.0338348 1.00877
-9.100000 -0.00725111 0.628243 0.0316411 1.00777
-9.060000 -0.00720444 0.582415 0.0293314 1.00728
-9.020000 -0.00745844 0.542868 0.0273463 1.00792
-8.980000 -0.00779872 0.506252 0.0255114 1.00682
-8.940000 -0.00771417 0.463547 0.0233577 1.00715
-8.900000 -0.00787656 0.437025 0.0220246 1.00778
-8.860000 -0.00810272 0.405085 0.0204192 1.0067
-8.820000 -0.00815556 0.380647 0.0191882 1.0074
-8.780000 -0.00819261 0.35749 0.01802 1.00734
-8.740000 -0.00810656 0.329378 0.0166011 1.00743
-8.700000 -0.00831694 0.303499 0.0153016 1.00728
-8.660000 -0.00810144 0.280103 0.0141187 1.00692
-8.620000 -0.00851078 0.264809 0.0133532 1.00706
-8.580000 -0.00853022 0.247233 0.0124669 1.00697
-8.540000 -0.00877917 0.225123 0.0113557 1.0061
-8.500000 -0.00888089 0.211136 0.010651 1.0064
-8.460000 -0.00859144 0.193626 0.00976506 1.00597
-8.420000 -0.0090715 0.182347 0.00920072 1.00539
-8.380000 -0.00932856 0.170539 0.00860744 1.00656
-8.340000 -0.00904978 0.159182 0.00803128 1.00671
-8.300000 -0.00917711 0.151132 0.00762656 1.00601
-8.260000 -0.00935433 0.144959 0.00731722 1.00558
-8.220000 -0.00933344 0.131658 0.00664489 1.00511
-8.180000 -0.00955644 0.122743 0.0061975 1.00629
-8.140000 -0.00935033 0.116291 0.00586889 1.0053
-8.100000 -0.0094215 0.100337 0.00506483 1.00513
-8.060000 -0.00942656 0.0966377 0.004878 1.00562
-8.020000 -0.00973189 0.0900045 0.00454428 1.00595
-7.980000 -0.00978978 0.0888965 0.00448944 1.00592
-7.940000 -0.00957211 0.0848929 0.00428517 1.00506
-7.900000 -0.00946817 0.0819443 0.00413528 1.00507
-7.860000 -0.00951817 0.0780658 0.00393939 1.00431
-7.820000 -0.00948389 0.0705792 0.00356128 1.00507
-7.780000 -0.0098565 0.0633836 0.0032005 1.00595
-7.740000 -0.00982244 0.0547511 0.0027645 1.00466
-7.700000 -0.00968583 0.0468831 0.00236639 1.00598
-7.660000 -0.00980611 0.0440278 0.00222306 1.00444
-7.620000 -0.00978661 0.0433767 0.00219006 1.0051
-7.580000 -0.00989883 0.0369798 0.0018675 1.00508
-7.540000 -0.00985111 0.0344493 0.00173917 1.00554
-7.500000 -0.00988144 0.0302401 0.00152711 1.00516
-7.460000 -0.00992994 0.0315881 0.00159522 1.00523
-7.420000 -0.00980139 0.0268332 0.00135517 1.00526
-7.380000 -0.00979767 0.0253423 0.00128011 1.00466
-7.340000 -0.00983433 0.0238752 0.00120589 1.00503
-7.300000 -0.0100133 0.0231233 0.00116783 1.00466
-7.260000 -0.00994939 0.0232386 0.00117339 1.00602
-7.220000 -0.00997833 0.018775 0.000948056 1.00552
-7.180000 -0.00993778 0.0189063 0.000954778 1.00438
-7.140000 -0.009745 0.0159069 0.000803778 1.00444
-7.100000 -0.00990061 0.0177168 0.000894722 1.00465
-7.060000 -0.00977011 0.00876589 0.000443833 1.00535
-7.020000 -0.00994089 0.00622717 0.000314111 1.00472
-6.980000 -0.0100413 0.00987656 0.000498667 1.00521
-6.940000 -0.0102256 0.00717494 0.000361778 1.0052
-6.900000 -0.0102488 0.00532228 0.0002685 1.00537
-6.860000 -0.0101886 0.00204217 0.000102667 1.00599
-6.820000 -0.0100881 -0.000786444 -3.96667e-05 1.00544
-6.780000 -0.0101776 0.00186856 9.42222e-05 1.00568
-6.740000 -0.0100548 0.00436222 0.000221 1.00517
-6.700000 -0.0100957 0.00292628 0.000148056 1.00529
-6.660000 -0.0103782 -0.000928667 -4.83333e-05 1.00469
-6.620000 -0.0105319 0.00792161 0.000399833 1.00608
-6.580000 -0.0106414 0.00588783 0.000296944 1.00541
-6.540000 -0.0105453 0.00521161 0.000262889 1.00517
-6.500000 -0.0104376 0.0064355 0.000325333 1.00484
-6.460000 -0.0104843 0.00509428 0.000257222 1.00493
-6.420000 -0.0104817 0.00406578 0.000205167 1.00499
-6.380000 -0.0103482 0.000901833 4.46667e-05 1.00443
-6.340000 -0.0105638 -0.00200761 -0.000103556 1.00531
-6.300000 -0.0103588 -0.00129761 -6.68333e-05 1.00441
-6.260000 -0.0102496 -0.00130383 -6.61667e-05 1.00478
-6.220000 -0.0101321 -0.000239056 -1.22778e-05 1.0052
-6.180000 -0.010098 -0.000931889 -4.71111e-05 1.00403
-6.140000 -0.00972489 -0.00493539 -0.000247944 1.00505
-6.100000 -0.00969972 -0.0019555 -9.83333e-05 1.00557
-6.060000 -0.00999706 -0.00252467 -0.000126889 1.00557
-6.020000 -0.00990294 -0.00626944 -0.000315167 1.00528
-5.980000 -0.009938 -0.00355539 -0.000179667 1.00532
-5.940000 -0.00996989 -0.00256561 -0.000129556 1.00498
-5.900000 -0.0100862 -0.00189967 -9.59444e-05 1.00472
-5.860000 -0.0101474 -0.00308022 -0.000155889 1.00539
-5.820000 -0.0102068 -0.00107356 -5.44444e-05 1.00476
-5.780000 -0.0102139 -0.00148144 -7.5e-05 1.00479
-5.740000 -0.0103758 0.00106206 5.40556e-05 1.00491
-5.700000 -0.0103461 -0.0001125 -5.33333e-06 1.00452
-5.660000 -0.0103333 0.000634278 3.21111e-05 1.00582
-5.620000 -0.0101326 0.00102178 5.16667e-05 1.00528
-5.580000 -0.0100659 0.00232067 0.000116833 1.00575
-5.540000 -0.0102284 -0.00140478 -7.11111e-05 1.00524
-5.500000 -0.0102651 0.00379533 0.000192444 1.00512
-5.460000 -0.0103231 0.000562389 2.87222e-05 1.00591
-5.420000 -0.0104166 9.7e-05 4.66667e-06 1.00468
-5.380000 -0.0105689 -0.00276889 -0.000140944 1.0053
-5.340000 -0.0104669 -0.00165678 -8.41111e-05 1.00414
-5.300000 -0.0103468 -0.00399944 -0.000202222 1.00509
-5.260000 -0.0102022 -0.00654156 -0.000330556 1.00445
-5.220000 -0.0102561 -0.00815211 -0.000412444 1.00439
-5.180000 -0.0101774 -0.002211 -0.000111889 1.00514
-5.140000 -0.0101303 -0.00138178 -6.98333e-05 1.00418
-5.100000 -0.0100851 -0.00280461 -0.000141667 1.00545
-5.060000 -0.0101822 -0.0053375 -0.000269556 1.00458
-5.020000 -0.0101896 -0.0033285 -0.000168 1.00507
-4.980000 -0.0102453 -6.22778e-05 -3.05556e-06 1.00417
-4.940000 -0.0101843 -0.00437411 -0.000221 1.00538
-4.900000 -0.0102974 -0.00574983 -0.000290722 1.00518
-4.860000 -0.0102872 -0.00650156 -0.000328611 1.00465
-4.820000 -0.0102436 -0.00132572 -6.71111e-05 1.00529
-4.780000 -0.0101932 0.00215189 0.000108889 1.00515
-4.740000 -0.0100324 -0.00290683 -0.000146889 1.00442
-4.700000 -0.00984689 -0.000170056 -8.88889e-06 1.00457
-4.660000 -0.00976828 0.00173767 8.73889e-05 1.00525
-4.620000 -0.0097975 0.00421228 0.000212278 1.00473
-4.580000 -0.00982022 0.00712861 0.000358722 1.00525
-4.540000 -0.009904 0.0100183 0.000505722 1.00415
-4.500000 -0.00984289 0.00511789 0.000257778 1.00458
-4.460000 -0.00982739 0.00657344 0.000330944 1.0055
-4.420000 -0.00968594 0.00309111 0.000155778 1.00436
-4.380000 -0.00997728 0.00167506 8.46111e-05 1.00484
-4.340000 -0.0100378 0.00380278 0.000192111 1.00487
-4.300000 -0.00984539 0.00663106 0.000334389 1.00514
-4.260000 -0.00993467 0.0104861 0.000529056 1.00488
-4.220000 -0.009784 0.00686694 0.000346611 1.00522
-4.180000 -0.00997711 0.000709056 3.59444e-05 1.00543
-4.140000 -0.00967844 0.00519094 0.000262111 1.0058
-4.100000 -0.009785 0.00823128 0.000415556 1.00442
-4.060000 -0.00989667 0.0102572 0.000517833 1.00596
-4.020000 -0.00972789 0.00807072 0.000407 1.0046
-3.980000 -0.009941 0.00574083 0.000290111 1.00492
-3.940000 -0.009745 0.00598067 0.000301944 1.0052
-3.900000 -0.00975261 0.00567822 0.000286611 1.00489
-3.860000 -0.00982394 0.00650117 0.000328333 1.00533
-3.820000 -0.00980356 0.00541117 0.000273333 1.00464
-3.780000 -0.00987928 0.00728828 0.000368 1.00374
-3.740000 -0.00988117 0.00754478 0.000380944 1.00468
-3.700000 -0.00996 0.00855361 0.000432111 1.00466
-3.660000 -0.00993622 0.00458139 0.000231333 1.0053
-3.620000 -0.0101641 0.002497 0.000125444 1.00412
-3.580000 -0.0101569 0.00139328 7.02222e-05 1.00503
-3.540000 -0.0101564 -0.00359167 -0.000182222 1.0052
-3.500000 -0.0102158 0.00345528 0.0001745 1.00494
-3.460000 -0.0103157 0.00750211 0.000379833 1.00598
-3.420000 -0.0101368 0.00957878 0.000484111 1.00542
-3.380000 -0.00999672 0.0109749 0.000554389 1.00497
-3.340000 -0.0101691 0.00862506 0.000435944 1.00531
-3.300000 -0.009998 0.0120997 0.000611056 1.00637
-3.260000 -0.0100311 0.0128914 0.000651111 1.00539
-3.220000 -0.0100073 0.0110666 0.000558833 1.00411
-3.180000 -0.0100335 0.0127005 0.000641667 1.00407
-3.140000 -0.0100396 0.0139012 0.000702167 1.00423
-3.100000 -0.010293 0.0117674 0.000594722 1.00533
-3.060000 -0.0104327 0.00969128 0.000488778 1.00503
-3.020000 -0.0102434 0.0156302 0.000790222 1.00516
-2.980000 -0.0103651 0.0178291 0.000901833 1.00584
-2.940000 -0.0101757 0.0159767 0.000807389 1.00518
-2.900000 -0.0101902 0.0188939 0.000955 1.00522
-2.860000 -0.0100212 0.020838 0.00105311 1.0043
-2.820000 -0.0100061 0.0252247 0.0012745 1.00483
