-24.950000 -0.000115 3.034240 0.151730
-24.850000 -0.002308 2.860915 0.143377
-24.750000 -0.004654 2.679461 0.134599
-24.650000 -0.007321 2.534187 0.127644
-24.550000 -0.008152 2.406376 0.121308
-24.450000 -0.009515 2.295464 0.115876
-24.350000 -0.011396 2.188860 0.110705
-24.250000 -0.013236 2.075476 0.105166
-24.150000 -0.015171 1.971032 0.100070
-24.050000 -0.017362 1.866043 0.094951
-23.950000 -0.019247 1.764841 0.089974
-23.850000 -0.021011 1.663719 0.084971
-23.750000 -0.022355 1.576587 0.080632
-23.650000 -0.023520 1.511133 0.077377
-23.550000 -0.025163 1.431046 0.073399
-23.450000 -0.026427 1.372209 0.070473
-23.350000 -0.027250 1.295271 0.066578
-23.250000 -0.028796 1.229732 0.063310
-23.150000 -0.029946 1.181917 0.060920
-23.050000 -0.030212 1.139838 0.058767
-22.950000 -0.031527 1.084608 0.055996
-22.850000 -0.032651 1.026233 0.053044
-22.750000 -0.033536 0.970237 0.050195
-22.650000 -0.034390 0.918487 0.047560
-22.550000 -0.035795 0.886884 0.045990
-22.450000 -0.036774 0.844072 0.043815
-22.350000 -0.037648 0.794991 0.041305
-22.250000 -0.038055 0.763102 0.039665
-22.150000 -0.038416 0.731800 0.038052
-22.050000 -0.039337 0.699147 0.036389
-21.950000 -0.039793 0.661771 0.034460
-21.850000 -0.039994 0.633157 0.032977
-21.750000 -0.040459 0.622136 0.032418
-21.650000 -0.042253 0.588862 0.030742
-21.550000 -0.042819 0.552260 0.028848
-21.450000 -0.043315 0.520165 0.027186
-21.350000 -0.042564 0.515317 0.026911
-21.250000 -0.043726 0.499736 0.026129
-21.150000 -0.044254 0.483394 0.025289
-21.050000 -0.045089 0.442522 0.023171
-20.950000 -0.045550 0.425369 0.022283
-20.850000 -0.046121 0.416597 0.021837
-20.750000 -0.046115 0.400829 0.021010
-20.650000 -0.046968 0.381113 0.019995
-20.550000 -0.047373 0.355057 0.018636
-20.450000 -0.047338 0.340590 0.017876
-20.350000 -0.048197 0.346163 0.018185
-20.250000 -0.048101 0.324015 0.017019
-20.150000 -0.048949 0.295285 0.015524
-20.050000 -0.049496 0.287653 0.015132
-19.950000 -0.048718 0.287184 0.015095
-19.850000 -0.049878 0.277923 0.014626
-19.750000 -0.050579 0.247264 0.013022
-19.650000 -0.050407 0.240031 0.012639
-19.550000 -0.051456 0.218348 0.011510
-19.450000 -0.051179 0.228727 0.012053
-19.350000 -0.051480 0.210693 0.011106
-19.250000 -0.051655 0.215007 0.011336
-19.150000 -0.051314 0.196891 0.010377
-19.050000 -0.051340 0.188395 0.009930
-18.950000 -0.052222 0.173870 0.009173
-18.850000 -0.051900 0.170574 0.008996
-18.750000 -0.051355 0.159858 0.008426
-18.650000 -0.051439 0.150682 0.007943
-18.550000 -0.051302 0.155389 0.008190
-18.450000 -0.051270 0.152851 0.008056
-18.350000 -0.050760 0.138506 0.007296
-18.250000 -0.051111 0.128590 0.006776
-18.150000 -0.051299 0.129326 0.006816
-18.050000 -0.051853 0.120614 0.006361
-17.950000 -0.051861 0.109790 0.005790
-17.850000 -0.051953 0.100129 0.005281
-17.750000 -0.051772 0.093984 0.004956
-17.650000 -0.051280 0.092823 0.004892
-17.550000 -0.052073 0.079690 0.004203
-17.450000 -0.051761 0.086210 0.004546
-17.350000 -0.052416 0.103636 0.005468
-17.250000 -0.052637 0.107169 0.005656
-17.150000 -0.052018 0.077469 0.004086
-17.050000 -0.052248 0.066722 0.003520
-16.950000 -0.052100 0.077927 0.004111
-16.850000 -0.052488 0.067560 0.003565
-16.750000 -0.052401 0.054770 0.002890
-16.650000 -0.052325 0.068864 0.003633
-16.550000 -0.052898 0.057452 0.003033
-16.450000 -0.052605 0.054371 0.002870
-16.350000 -0.052438 0.055402 0.002923
-16.250000 -0.053196 0.056205 0.002968
-16.150000 -0.053347 0.048198 0.002546
-16.050000 -0.052716 0.053078 0.002802
-15.950000 -0.052517 0.047578 0.002511
-15.850000 -0.052218 0.047166 0.002488
-15.750000 -0.052322 0.048616 0.002565
-15.650000 -0.051945 0.047417 0.002501
-15.550000 -0.051648 0.042414 0.002236
-15.450000 -0.051905 0.031403 0.001656
-15.350000 -0.051049 0.048947 0.002579
-15.250000 -0.051470 0.049382 0.002603
-15.150000 -0.051456 0.040481 0.002134
-15.050000 -0.051962 0.026277 0.001386
-14.950000 -0.051879 0.006419 0.000339
-14.850000 -0.051611 0.016674 0.000879
-14.750000 -0.051042 0.025017 0.001318
-14.650000 -0.052330 0.042543 0.002245
-14.550000 -0.052182 0.045039 0.002376
-14.450000 -0.052659 0.047367 0.002500
-14.350000 -0.051940 0.054559 0.002877
-14.250000 -0.051534 0.051380 0.002709
-14.150000 -0.052030 0.057382 0.003027
-14.050000 -0.052010 0.052229 0.002755
-13.950000 -0.051819 0.057189 0.003016
-13.850000 -0.051454 0.044263 0.002333
-13.750000 -0.052117 0.046229 0.002439
-13.650000 -0.052027 0.033563 0.001770
-13.550000 -0.051417 0.041193 0.002171
-13.450000 -0.052387 0.060418 0.003188
-13.350000 -0.052762 0.054912 0.002899
-13.250000 -0.053356 0.045935 0.002426
-13.150000 -0.052946 0.039707 0.002096
-13.050000 -0.052988 0.039492 0.002085
-12.950000 -0.053105 0.038212 0.002018
-12.850000 -0.052924 0.017880 0.000944
-12.750000 -0.053040 0.021205 0.001120
-12.650000 -0.052914 0.032506 0.001716
-12.550000 -0.052696 0.029072 0.001534
-12.450000 -0.053168 0.037449 0.001978
-12.350000 -0.052813 0.040380 0.002132
