-9.980000 0.00168402
-9.940000 -0.0123266
-9.900000 -0.0204335
-9.860000 -0.0249048
-9.820000 -0.0282827
-9.780000 -0.0309199
-9.740000 -0.03251
-9.700000 -0.0334977
-9.660000 -0.0344011
-9.620000 -0.0348914
-9.580000 -0.0355214
-9.540000 -0.0358767
-9.500000 -0.0359417
-9.460000 -0.0363998
-9.420000 -0.0366805
-9.380000 -0.0359545
-9.340000 -0.0361429
-9.300000 -0.0360049
-9.260000 -0.036147
-9.220000 -0.0359491
-9.180000 -0.0357107
-9.140000 -0.0359139
-9.100000 -0.0368153
-9.060000 -0.0370968
-9.020000 -0.0366776
-8.980000 -0.0369651
-8.940000 -0.0367103
-8.900000 -0.0372571
-8.860000 -0.0373719
-8.820000 -0.0371349
-8.780000 -0.0371538
-8.740000 -0.0367751
-8.700000 -0.0362389
-8.660000 -0.0364736
-8.620000 -0.0367936
-8.580000 -0.0370177
-8.540000 -0.03725
-8.500000 -0.0366008
-8.460000 -0.036403
-8.420000 -0.0362121
-8.380000 -0.035774
-8.340000 -0.0363084
-8.300000 -0.0361726
-8.260000 -0.0361489
-8.220000 -0.0369541
-8.180000 -0.0368751
-8.140000 -0.0371778
-8.100000 -0.0370211
-8.060000 -0.036775
-8.020000 -0.0367862
-7.980000 -0.037326
-7.940000 -0.0373546
-7.900000 -0.037859
-7.860000 -0.0377797
-7.820000 -0.0374055
-7.780000 -0.0374312
-7.740000 -0.0372328
-7.700000 -0.0372826
-7.660000 -0.0374312
-7.620000 -0.0373851
-7.580000 -0.0375148
-7.540000 -0.0375528
-7.500000 -0.0374852
-7.460000 -0.0372384
-7.420000 -0.0371864
-7.380000 -0.0375424
-7.340000 -0.0373416
-7.300000 -0.0373906
-7.260000 -0.0375127
-7.220000 -0.0376261
-7.180000 -0.0372416
-7.140000 -0.0376578
-7.100000 -0.037612
-7.060000 -0.0374135
-7.020000 -0.0378033
-6.980000 -0.0375256
-6.940000 -0.037403
-6.900000 -0.0373298
-6.860000 -0.0373203
-6.820000 -0.0375375
-6.780000 -0.0375358
-6.740000 -0.0379693
-6.700000 -0.0374487
-6.660000 -0.0376904
-6.620000 -0.0374602
-6.580000 -0.0376635
-6.540000 -0.0376907
-6.500000 -0.037828
-6.460000 -0.0372121
-6.420000 -0.0373182
-6.380000 -0.0372565
-6.340000 -0.0380785
-6.300000 -0.0385073
-6.260000 -0.0382556
-6.220000 -0.0384496
-6.180000 -0.0382238
-6.140000 -0.0379082
-6.100000 -0.0382497
-6.060000 -0.0384954
-6.020000 -0.0383172
-5.980000 -0.037838
-5.940000 -0.0375213
-5.900000 -0.0383105
-5.860000 -0.0382006
-5.820000 -0.0379085
-5.780000 -0.0378147
-5.740000 -0.0377676
-5.700000 -0.0378682
-5.660000 -0.0378424
-5.620000 -0.037788
-5.580000 -0.0377042
-5.540000 -0.0377928
-5.500000 -0.0381043
-5.460000 -0.0375669
-5.420000 -0.0375259
-5.380000 -0.0376314
-5.340000 -0.0382142
-5.300000 -0.0382813
-5.260000 -0.0383703
-5.220000 -0.0377471
-5.180000 -0.038034
-5.140000 -0.0381057
-5.100000 -0.0384156
-5.060000 -0.0381978
-5.020000 -0.0381802
-4.980000 -0.0388315
-4.940000 -0.0386914
-4.900000 -0.0381264
-4.860000 -0.0383617
-4.820000 -0.0377046
-4.780000 -0.0378862
-4.740000 -0.0378161
-4.700000 -0.0381003
-4.660000 -0.0381659
-4.620000 -0.0387664
-4.580000 -0.0384602
-4.540000 -0.0380854
-4.500000 -0.0384674
-4.460000 -0.0378563
-4.420000 -0.0381444
-4.380000 -0.0384498
-4.340000 -0.0388364
-4.300000 -0.0382811
-4.260000 -0.037938
-4.220000 -0.0381369
-4.180000 -0.0384335
-4.140000 -0.0380968
-4.100000 -0.0390485
-4.060000 -0.0385745
-4.020000 -0.0383821
-3.980000 -0.0381225
-3.940000 -0.0382375
-3.900000 -0.0387013
-3.860000 -0.0385741
-3.820000 -0.038135
-3.780000 -0.0382476
-3.740000 -0.0386906
-3.700000 -0.038638
-3.660000 -0.0384897
-3.620000 -0.0381922
-3.580000 -0.038248
-3.540000 -0.0381866
-3.500000 -0.0379781
-3.460000 -0.0379549
-3.420000 -0.0379509
-3.380000 -0.0385581
-3.340000 -0.0380087
-3.300000 -0.0383979
-3.260000 -0.0379595
-3.220000 -0.0380542
-3.180000 -0.0382113
-3.140000 -0.0385233
-3.100000 -0.0375511
-3.060000 -0.0379057
-3.020000 -0.0375879
-2.980000 -0.0379256
-2.940000 -0.0383247
-2.900000 -0.0378863
-2.860000 -0.0378045
-2.820000 -0.0380267
-2.780000 -0.0379792
-2.740000 -0.0384219
-2.700000 -0.0382877
-2.660000 -0.0377839
-2.620000 -0.0378385
-2.580000 -0.0380191
-2.540000 -0.0382328
-2.500000 -0.0382291
-2.460000 -0.0378142
-2.420000 -0.0376349
-2.380000 -0.0377004
-2.340000 -0.0374753
-2.300000 -0.0371763
-2.260000 -0.0370698
-2.220000 -0.0370441
-2.180000 -0.0370323
-2.140000 -0.0369844
-2.100000 -0.0368052
-2.060000 -0.0369449
-2.020000 -0.0372802
-1.980000 -0.0375006
-1.940000 -0.037332
-1.900000 -0.0372183
-1.860000 -0.0376191
-1.820000 -0.0375707
-1.780000 -0.0377828
-1.740000 -0.0377544
-1.700000 -0.0380907
-1.660000 -0.0376021
-1.620000 -0.0375835
-1.580000 -0.0374652
-1.540000 -0.0374575
-1.500000 -0.0375334
-1.460000 -0.0378083
-1.420000 -0.0381024
-1.380000 -0.0382718
-1.340000 -0.0380153
-1.300000 -0.0375006
-1.260000 -0.0380283
-1.220000 -0.0379075
-1.180000 -0.0376372
-1.140000 -0.0378204
-1.100000 -0.0373634
-1.060000 -0.0378496
-1.020000 -0.0378989
-0.980000 -0.0375648
-0.940000 -0.0379082
-0.900000 -0.0374832
-0.860000 -0.0376476
-0.820000 -0.0377835
-0.780000 -0.037259
-0.740000 -0.0373359
-0.700000 -0.0375622
-0.660000 -0.0370278
-0.620000 -0.0373662
-0.580000 -0.0366273
-0.540000 -0.0361804
-0.500000 -0.0358911
-0.460000 -0.036255
-0.420000 -0.0358439
-0.380000 -0.0353604
-0.340000 -0.0346944
-0.300000 -0.0339126
-0.260000 -0.0329028
-0.220000 -0.0313214
-0.180000 -0.0288292
